Gene,adj_F_pval_well
AC011611.4,1.0
AC073530.1,1.0
BBS10,1.0
GRIP1,1.0
AL031714.1,1.0
AXIN1,1.0
RGS11,1.0
BAIAP3,1.0
LUC7L,1.0
GNPTG,1.0
Z69720.1,1.0
NPRL3,1.0
IRAK3,1.0
LLPH-DT,1.0
AC005606.1,1.0
AC138123.2,1.0
AC068831.1,1.0
AC012291.3,1.0
HELLPAR,1.0
LINC02456,1.0
NMB,1.0
WDR73,1.0
AC004034.1,1.0
KREMEN2,1.0
IGF1,1.0
PAH,1.0
ASCL1,1.0
AC068643.1,1.0
APOF,1.0
AC048382.6,1.0
AC068643.2,1.0
AC048382.1,1.0
ZSCAN2,1.0
STAB2,1.0
AC048382.5,1.0
AC048382.4,1.0
GOLGA6L4,1.0
AC004233.1,1.0
UBE2Q2L,1.0
PAN2,1.0
ADAMTSL3,1.0
NT5DC3,1.0
ZNF592,1.0
C12orf73,1.0
FLYWCH1,1.0
FLYWCH2,1.0
ZBTB39,1.0
AGBL1,1.0
RDH16,1.0
KLHL25,1.0
AC021739.2,1.0
HSD17B6,1.0
AC021739.4,1.0
AC087286.4,1.0
DRAM1,1.0
RBMS2,1.0
GLS2,1.0
SRRM2-AS1,1.0
AC087286.1,1.0
SRRM2,1.0
AC092117.1,1.0
SPRYD4,1.0
AC087286.2,1.0
AC079907.2,1.0
PRSS33,1.0
AC087286.3,1.0
MIP,1.0
AC024884.2,1.0
AC003965.1,1.0
AC079907.1,1.0
SLC28A1,1.0
ALPK3,1.0
TAC3,1.0
GLT8D2,1.0
AC024270.5,1.0
ZSCAN10,1.0
AC108134.4,1.0
SAXO2,1.0
POLR3B,1.0
AC026624.1,1.0
ZNF205,1.0
AC079385.1,1.0
RFX4,1.0
ZNF213,1.0
RIC8B,1.0
AC108134.2,1.0
EFL1,1.0
AC034102.6,1.0
AC007695.1,1.0
AC026956.2,1.0
LINC01583,1.0
AJ003147.2,1.0
MEX3B,1.0
AC104041.1,1.0
ZNF200,1.0
AC060809.1,1.0
LINC00921,1.0
AC007541.1,1.0
ZNF263,1.0
AC109809.1,1.0
GOLGA6L10,1.0
HCFC2,1.0
GOLGA6L9,1.0
AC079174.2,1.0
AC073896.2,1.0
AC004233.2,1.0
AC089983.1,1.0
AC022558.1,1.0
AC022558.3,1.0
C15orf40,1.0
AC022558.2,1.0
CLDN9,1.0
COQ10A,1.0
AC089985.1,1.0
ANKRD52,1.0
SLC39A5,1.0
ALDH1L2,1.0
BICDL2,1.0
APPL2,1.0
FSD2,1.0
SNHG21,1.0
AC105339.6,1.0
RNF41,1.0
AC011313.1,1.0
AC073896.4,1.0
AC105339.3,1.0
CPEB1-AS1,1.0
CPEB1,1.0
AC245033.2,1.0
AC034102.5,1.0
MTERF2,1.0
AC020687.1,1.0
NAB2,1.0
CEP83-DT,1.0
AC103739.2,1.0
AC103739.1,1.0
TMCC3,1.0
AC018946.1,1.0
SNHG19,1.0
NR2C1,1.0
B4GALNT1,1.0
ZNF774,1.0
AC025165.1,1.0
ARHGEF25,1.0
PIP4K2C,1.0
CASKIN1,1.0
TTLL13P,1.0
FGD6,1.0
GDPGP1,1.0
USP44,1.0
SEMA4B,1.0
IDH2-DT,1.0
NTN4,1.0
ZNF710-AS1,1.0
BRICD5,1.0
AC090001.1,1.0
E4F1,1.0
DNASE1L2,1.0
AC025165.2,1.0
AC087284.1,1.0
AGAP2-AS1,1.0
AC103739.3,1.0
UNC45A,1.0
AC124947.1,1.0
NPW,1.0
AC025165.4,1.0
SLC9A3R2,1.0
AC068831.4,1.0
AVIL,1.0
SOCS2-AS1,1.0
MAN2A2,1.0
CRADD,1.0
EEF1AKMT3,1.0
AC012085.2,1.0
AC012464.1,1.0
METTL1,1.0
AC123567.2,1.0
CYP27B1,1.0
AC073655.3,1.0
TSC2,1.0
PKD1,1.0
AC073655.1,1.0
AC009065.6,1.0
AC073655.2,1.0
AC124248.2,1.0
CEP83,1.0
LINC01585,1.0
CRTC3-AS1,1.0
SYCP3,1.0
ZNF710,1.0
AMDHD1,1.0
ABHD2,1.0
NDUFA4L2,1.0
AC137834.2,1.0
AC013565.3,1.0
CEMP1,1.0
MFGE8,1.0
PDPK1,1.0
ANKS1B,1.0
AC093525.6,1.0
AC010203.2,1.0
ACTR6,1.0
NXPH4,1.0
AC093525.7,1.0
DEPDC4,1.0
ACAN,1.0
SCYL2,1.0
AEN,1.0
AC093525.4,1.0
AC141586.3,1.0
LINC01586,1.0
DET1,1.0
ERVK13-1,1.0
PRSS27,1.0
LRP1,1.0
ANO4,1.0
RLBP1,1.0
CCDC38,1.0
LINC02453,1.0
POLG,1.0
HAL,1.0
AP3S2,1.0
ANPEP,1.0
MBD6,1.0
MESP2,1.0
MESP1,1.0
AC007298.2,1.0
AC009065.8,1.0
WDR93,1.0
AC009065.4,1.0
KIF7,1.0
AC008149.1,1.0
ABCA3,1.0
AC013391.2,1.0
AC008149.2,1.0
GLI1,1.0
AC106820.5,1.0
AC022506.2,1.0
INHBE,1.0
AC126614.1,1.0
NTN3,1.0
STAC3,1.0
AC007513.1,1.0
AC124068.2,1.0
CFAP54,1.0
TBC1D24,1.0
GALNT16,1.0
LINC01058,1.0
AC073863.1,1.0
AMN,1.0
THTPA,1.0
CDC42BPB,1.0
ZFHX2,1.0
AL117209.1,1.0
ZFHX2-AS1,1.0
MYH6,1.0
AL132801.1,1.0
SLC22A17,1.0
BCL2L2-PABPN1,1.0
AL138976.2,1.0
BCL2L2,1.0
PPP1R3E,1.0
HOMEZ,1.0
RNF212B,1.0
MARK3,1.0
TNFAIP2,1.0
SLC7A8,1.0
RCOR1,1.0
AP1G2,1.0
AL359682.1,1.0
LINC02320,1.0
LINC00239,1.0
AL137779.2,1.0
AL137779.1,1.0
AL118558.3,1.0
DHRS4-AS1,1.0
LINC02323,1.0
WDR20,1.0
LINC00596,1.0
ZNF839,1.0
AL136419.2,1.0
JPH4,1.0
CINP,1.0
TECPR2,1.0
AL135999.1,1.0
MOK,1.0
AL133367.1,1.0
CEBPE,1.0
TRMT61A,1.0
AL583722.2,1.0
REM2,1.0
LRP10,1.0
ZBTB42,1.0
LINC00638,1.0
SLC7A7,1.0
CEP170B,1.0
PRMT5-AS1,1.0
CLBA1,1.0
ABHD4,1.0
GPR132,1.0
AC243965.1,1.0
LINC02332,1.0
METTL3,1.0
LINC02298,1.0
JAG2,1.0
OR6J1,1.0
PRMT5,1.0
ADSSL1,1.0
KIF26A,1.0
AL139300.2,1.0
KLC1,1.0
COA8,1.0
AL049840.2,1.0
AL049840.6,1.0
AL049840.3,1.0
AL049840.4,1.0
CDH24,1.0
AL049840.5,1.0
ZFYVE21,1.0
PPP1R13B,1.0
C14orf93,1.0
AL132780.2,1.0
AJUBA,1.0
AL132712.1,1.0
AL132712.2,1.0
AL132780.1,1.0
AL136419.3,1.0
AL132709.8,1.0
BEGAIN,1.0
CARMIL3,1.0
LINC02306,1.0
DICER1,1.0
DICER1-AS1,1.0
CLMN,1.0
AL133467.1,1.0
AL136018.1,1.0
SNHG10,1.0
GSC,1.0
CTSG,1.0
TCL6,1.0
TCL1A,1.0
AL132800.1,1.0
ATG2B,1.0
AK7,1.0
AL163051.1,1.0
SDR39U1,1.0
AL133467.2,1.0
AL132633.1,1.0
SERPINA12,1.0
PPP4R4,1.0
STRN3,1.0
AL049830.3,1.0
FAM181A-AS1,1.0
FAM181A,1.0
AL121852.1,1.0
AL132642.1,1.0
CCDC197,1.0
SCFD1,1.0
OTUB2,1.0
G2E3,1.0
G2E3-AS1,1.0
AL133372.2,1.0
AL158058.2,1.0
AL135878.1,1.0
LINC02326,1.0
AL139023.1,1.0
AL110292.1,1.0
KHNYN,1.0
RAB2B,1.0
AL137786.1,1.0
NYNRIN,1.0
TSSK4,1.0
DEGS2,1.0
AL133523.1,1.0
AL136295.7,1.0
TM9SF1,1.0
AL136295.17,1.0
IPO4,1.0
EML1,1.0
AL157871.5,1.0
AL157871.6,1.0
FITM1,1.0
SLC25A29,1.0
AL157871.1,1.0
AL157871.4,1.0
WDR25,1.0
NRL,1.0
AL136295.2,1.0
MDP1,1.0
CYP46A1,1.0
HHIPL1,1.0
LINC02299,1.0
LINC00618,1.0
ADCY4,1.0
LINC02291,1.0
LINC02312,1.0
LINC01550,1.0
CIDEB,1.0
NOP9,1.0
AL163932.1,1.0
DHRS1,1.0
LINC02295,1.0
AL096870.6,1.0
RABGGTA,1.0
AL109767.1,1.0
TGM1,1.0
CCDC85C,1.0
AL160313.1,1.0
CBLN3,1.0
AP4S1,1.0
CHD8,1.0
RPGRIP1,1.0
AL163541.1,1.0
AC091057.3,1.0
AC091057.2,1.0
MYO16,1.0
AL138694.1,1.0
FAN1,1.0
MTMR10,1.0
AC026150.3,1.0
LINC02352,1.0
ABHD13,1.0
LIG4,1.0
FAM155A,1.0
LINC00551,1.0
ARGLU1,1.0
EFNB2,1.0
BIVM,1.0
AL157762.1,1.0
OTUD7A,1.0
GOLGA8H,1.0
GOLGA8Q,1.0
AL139384.1,1.0
FAM189A1,1.0
AL442128.2,1.0
ANKRD10-IT1,1.0
NSMCE3,1.0
ING1,1.0
TJP1,1.0
AL162497.1,1.0
AC120045.1,1.0
GOLGA8R,1.0
CARS2,1.0
NAXD,1.0
AL139385.1,1.0
RAB20,1.0
AC127502.2,1.0
AC026150.1,1.0
CHRFAM7A,1.0
AL157769.1,1.0
LINC00283,1.0
CCDC168,1.0
AC009268.3,1.0
GGACT,1.0
PGBD4,1.0
KATNBL1,1.0
PCCA-AS1,1.0
AL353697.1,1.0
PCCA,1.0
CHRM5,1.0
PCCA-DT,1.0
CLYBL,1.0
AC079203.2,1.0
LINC00449,1.0
NUTM1,1.0
AL139035.1,1.0
LPCAT4,1.0
LINC01232,1.0
AL137139.2,1.0
AC010809.1,1.0
AC010809.2,1.0
AC010809.3,1.0
METTL21C,1.0
AL158063.1,1.0
LINC00555,1.0
AC123768.3,1.0
AC123768.2,1.0
FGF14-AS2,1.0
FGF14-IT1,1.0
FGF14,1.0
ITGBL1,1.0
NALCN,1.0
TMTC4,1.0
SCG5,1.0
AL136526.1,1.0
AC123768.1,1.0
AL356966.1,1.0
FMN1,1.0
RYR3,1.0
ATP11A,1.0
ATP11A-AS1,1.0
GOLGA8M.1,1.0
MCF2L,1.0
AL355075.1,1.0
AL355075.4,1.0
AL355075.6,1.0
AL356019.2,1.0
IGHA1,1.0
IGHG1,1.0
IGHG3,1.0
CRIP2,1.0
IGHD,1.0
IGHV4-4,1.0
LINC00221,1.0
IGHV3-72,1.0
IGHV3-74,1.0
TTC5,1.0
AC087386.1,1.0
AL589743.4,1.0
IGHJ2P,1.0
TEP1,1.0
AL928654.2,1.0
MTA1,1.0
LINC00641,1.0
TMEM253,1.0
ARHGEF40,1.0
NDRG2,1.0
BRF1,1.0
SLC39A2,1.0
AL161668.3,1.0
METTL17,1.0
RNASE1,1.0
RNASE4,1.0
PACS2,1.0
TEX22,1.0
ANG,1.0
RNASE10,1.0
AL355075.3,1.0
AL928654.1,1.0
AL355075.2,1.0
LINC01054,1.0
AL135744.1,1.0
AC026495.2,1.0
CDC16,1.0
TMCO3,1.0
SNURF,1.0
DCUN1D2-AS,1.0
DCUN1D2,1.0
AC124312.5,1.0
ADPRHL1,1.0
LINC02250,1.0
AL442125.1,1.0
GRTP1,1.0
AC016266.1,1.0
AL137002.1,1.0
GABRB3,1.0
PROZ,1.0
GABRG3-AS1,1.0
OCA2,1.0
AL137002.2,1.0
AC023449.2,1.0
PWRN1,1.0
ATP4B,1.0
PWRN4,1.0
AC012414.5,1.0
AC068446.2,1.0
CFAP97D2,1.0
AC135068.8,1.0
AC135068.9,1.0
IGHV1OR15-1,1.0
C13orf46,1.0
LINC00565,1.0
IGHV1OR15-3,1.0
GAS6,1.0
AC138649.1,1.0
NIPA1,1.0
CYFIP1,1.0
GAS6-AS1,1.0
TUBGCP5,1.0
NDN,1.0
TMEM255B,1.0
AL160396.2,1.0
AL136961.1,1.0
AL122023.1,1.0
BTBD7,1.0
COQ6,1.0
JKAMP,1.0
ENTPD5,1.0
L3HYPDH,1.0
BBOF1,1.0
GPR135,1.0
ABCD4,1.0
FAM161B,1.0
AC005519.1,1.0
VRTN,1.0
SYNDIG1L,1.0
LINC01500,1.0
DACT1,1.0
KIAA0586,1.0
LTBP2,1.0
AREL1,1.0
DAAM1,1.0
AL139021.1,1.0
CCDC175,1.0
LRRC9,1.0
ACOT1,1.0
SLC38A6,1.0
TRMT5,1.0
SIX1,1.0
C14orf39,1.0
AC005225.2,1.0
PPM1A,1.0
AC005480.1,1.0
AL157756.1,1.0
DNAL1,1.0
AC006146.1,1.0
PNMA1,1.0
PCNX4,1.0
PTGR2,1.0
AC005520.5,1.0
AL157911.1,1.0
ACOT6,1.0
TOMM20L,1.0
FCF1,1.0
AL139021.2,1.0
AC022167.4,1.0
OTX2-AS1,1.0
AL161757.5,1.0
AL691403.2,1.0
AL691403.1,1.0
AF111167.1,1.0
AL161757.2,1.0
AL391152.1,1.0
LINC01220,1.0
FLVCR2,1.0
AL355073.2,1.0
AL355073.1,1.0
TTLL5,1.0
PELI2,1.0
AL355773.1,1.0
AF107885.2,1.0
LINC02284,1.0
EXOC5,1.0
AL049780.2,1.0
NEK9,1.0
PROX2,1.0
DLST,1.0
AL132989.2,1.0
PSMA3-AS1,1.0
AL132989.1,1.0
RPS6KL1,1.0
PGF,1.0
ARMH4,1.0
AL161804.1,1.0
SLC35F4,1.0
CCDC198,1.0
AL049780.1,1.0
MLH3,1.0
NAA30,1.0
ZC2HC1C,1.0
AL355834.2,1.0
AP5M1,1.0
AC005225.3,1.0
RIOX1,1.0
TMEM30B,1.0
HEATR4,1.0
TTC9,1.0
MAP3K9,1.0
AC004816.1,1.0
AC004816.2,1.0
AL135978.2,1.0
MPP5,1.0
AC004825.2,1.0
ADAM20,1.0
FAM71D,1.0
CCDC196,1.0
AL359232.1,1.0
FUT8-AS1,1.0
LINC02324,1.0
AC004825.3,1.0
AC004817.3,1.0
AL139022.1,1.0
GPHN,1.0
AL357153.2,1.0
PLEK2,1.0
TMEM229B,1.0
AL359317.1,1.0
EXD2,1.0
PLEKHD1,1.0
AL359317.2,1.0
AL391262.1,1.0
AL133313.1,1.0
SLC10A1,1.0
AL121820.1,1.0
AL121820.3,1.0
AL133370.1,1.0
SMOC1,1.0
SLC8A3,1.0
ZFYVE26,1.0
AL049779.4,1.0
AL356804.1,1.0
PIGH,1.0
PLEKHH1,1.0
MAX,1.0
IFT43,1.0
AC004817.5,1.0
FNTB,1.0
AL161756.1,1.0
ESR2,1.0
SGPP1,1.0
AL136038.5,1.0
AL136038.2,1.0
WDR89,1.0
AL136038.3,1.0
AL161756.3,1.0
PPP2R5E,1.0
AC004846.2,1.0
HIF1A-AS1,1.0
AL355916.1,1.0
LINC01303,1.0
AL355916.2,1.0
NUMB,1.0
AC005280.2,1.0
AC004846.1,1.0
PAPLN,1.0
AL122035.1,1.0
AL122035.2,1.0
RAB15,1.0
GPX2,1.0
AL049869.2,1.0
PPP1R36,1.0
HSPA2,1.0
AC004974.1,1.0
AC005993.1,1.0
RGS6,1.0
AL049869.3,1.0
AC004828.1,1.0
ZBTB1,1.0
AKAP5,1.0
ZBTB25,1.0
DCAF4,1.0
ZFYVE1,1.0
AL442663.3,1.0
PSEN1,1.0
AC005476.2,1.0
UNC79,1.0
KTN1-AS1,1.0
AL158801.3,1.0
TOGARAM1,1.0
AL512791.2,1.0
KLHL28,1.0
AL049870.3,1.0
C14orf28,1.0
AL049870.2,1.0
AL512791.1,1.0
PRPF39,1.0
LINC02307,1.0
AL390800.1,1.0
AL122020.2,1.0
AL049828.2,1.0
AL049828.1,1.0
LINC02321,1.0
AL132639.2,1.0
MIA2,1.0
TTC7B,1.0
AL132639.3,1.0
AL161662.1,1.0
KCNK13,1.0
ZC3H14,1.0
AL591767.1,1.0
AL162171.3,1.0
EML5,1.0
TTC8,1.0
KLHDC1,1.0
AL139099.2,1.0
NRDE2,1.0
DNAAF2,1.0
AL357093.2,1.0
AL356805.1,1.0
FOXN3-AS1,1.0
FOXN3-AS2,1.0
AL137230.1,1.0
AL358335.2,1.0
LINC00871,1.0
AL139099.1,1.0
AL109628.2,1.0
AL135818.2,1.0
AL135818.3,1.0
GOLGA5,1.0
EGLN3-AS1,1.0
NPAS3,1.0
AKAP6,1.0
AL161665.1,1.0
ARHGAP5-AS1,1.0
ITPK1,1.0
CFL2,1.0
AL163973.2,1.0
NUBPL,1.0
DTD2,1.0
AL139353.2,1.0
MOAP1,1.0
TMEM251,1.0
AL136418.1,1.0
HECTD1,1.0
ITPK1-AS1,1.0
AL121603.2,1.0
RALGAPA1,1.0
AL162311.3,1.0
AL133153.2,1.0
SEC23A-AS1,1.0
AL121839.2,1.0
SEC23A,1.0
LINC00639,1.0
AL392023.2,1.0
PAX9,1.0
FBLN5,1.0
TRIP11,1.0
ATXN3,1.0
NKX2-8,1.0
AL132857.1,1.0
MBIP,1.0
PTCSC3,1.0
AL133304.3,1.0
BRMS1L,1.0
SLC24A4,1.0
SPATA7,1.0
LINC01147,1.0
KLHDC2,1.0
AL627171.1,1.0
CIPC,1.0
AL365295.2,1.0
AL356020.1,1.0
FERMT2,1.0
TMEM63C,1.0
POMT2,1.0
AL139317.1,1.0
BMP4,1.0
AL139317.5,1.0
GNPNAT1,1.0
STYX,1.0
SAMD15,1.0
AL133453.1,1.0
NOXRED1,1.0
VIPAS39,1.0
TXNDC16,1.0
AL139317.3,1.0
AC007686.2,1.0
GMFB,1.0
LINC02288,1.0
AL158801.2,1.0
TGFB3,1.0
AC016526.4,1.0
SOCS4,1.0
SAMD4A,1.0
AC016526.2,1.0
AC016526.1,1.0
ESRRB,1.0
AC008050.1,1.0
VASH1,1.0
VASH1-AS1,1.0
ANGEL1,1.0
AF111169.4,1.0
AC007686.4,1.0
CGRRF1,1.0
IRF2BPL,1.0
AC007686.3,1.0
ALKBH1,1.0
ATG14,1.0
PTGDR,1.0
NID2,1.0
AL118556.1,1.0
SEL1L,1.0
CDKL1,1.0
AL355838.1,1.0
AL359397.2,1.0
DMAC2L,1.0
L2HGDH,1.0
GTF2A1,1.0
SOS2,1.0
AL357172.1,1.0
LINC02328,1.0
LINC02316,1.0
VCPKMT,1.0
LINC02296,1.0
AL359237.1,1.0
LINC01588,1.0
LINC02301,1.0
AL136040.2,1.0
ATL1,1.0
SAV1,1.0
AL358333.3,1.0
AL358333.2,1.0
FRMD6-AS1,1.0
LINC00640,1.0
TRIM9,1.0
C14orf178,1.0
PYGL,1.0
AL358334.1,1.0
ADCK1,1.0
NRXN3,1.0
AF123462.1,1.0
DIO2,1.0
AL133485.2,1.0
DIO2-AS1,1.0
AL606834.2,1.0
AC007262.2,1.0
AL606834.1,1.0
LINC02319,1.0
UBAC2,1.0
UBAC2-AS1,1.0
AQR,1.0
TPM1,1.0
ZNF605,1.0
AC127070.2,1.0
CA12,1.0
AC127070.1,1.0
LINC02568,1.0
AC007950.1,1.0
AC100839.2,1.0
AC007950.2,1.0
PGAM5,1.0
FBRSL1,1.0
GALNT9,1.0
AC138466.1,1.0
USP3-AS1,1.0
DDX51,1.0
AC137590.1,1.0
GOLGA3,1.0
FBXL22,1.0
TLN2,1.0
AC009554.2,1.0
AL356259.1,1.0
AL139327.2,1.0
AL137001.2,1.0
ICE2,1.0
FAM230C,1.0
RORA-AS1,1.0
ZNF268,1.0
AC104590.1,1.0
ZNF10,1.0
AC009560.4,1.0
ZNF891,1.0
AC009554.1,1.0
ZNF140,1.0
ZNF84,1.0
ZNF84-DT,1.0
ZNF26,1.0
AC026786.2,1.0
AC073167.1,1.0
AC131009.3,1.0
PUS1,1.0
ZNF609,1.0
OAZ2,1.0
AC100830.3,1.0
AC100830.2,1.0
AC100830.1,1.0
DHX37,1.0
SCARB1,1.0
THRIL,1.0
PLEKHO2,1.0
RFLNA,1.0
ZNF664,1.0
AC068790.3,1.0
AC068790.7,1.0
ANKDD1A,1.0
AC103691.2,1.0
AC103691.1,1.0
AC069368.2,1.0
AACS,1.0
TRIP4,1.0
TMEM132B,1.0
AC131009.1,1.0
ULK1,1.0
AC015914.1,1.0
MMP17,1.0
AC117500.2,1.0
AC073578.1,1.0
ADGRD1,1.0
AC073912.1,1.0
STX2,1.0
TMEM132D,1.0
GLT1D1,1.0
SNX22,1.0
CSNK1G1,1.0
AC079949.1,1.0
AC079949.3,1.0
LINC00943,1.0
LINC02826,1.0
TPTE2,1.0
PSPC1-AS2,1.0
FOXB1,1.0
PSPC1,1.0
TEX9,1.0
MNS1,1.0
AC090518.1,1.0
RNF6,1.0
AC090517.2,1.0
SHISA2,1.0
ATP8A2,1.0
AL138966.2,1.0
AC090517.5,1.0
MTMR6,1.0
AL391560.2,1.0
LINC00926,1.0
MYZAP,1.0
GCOM1,1.0
ATP12A,1.0
POLR2M,1.0
AL590787.1,1.0
CDK8,1.0
C15orf65,1.0
AC018926.3,1.0
PAN3-AS1,1.0
AL136439.1,1.0
AC025917.1,1.0
LNX2,1.0
MTIF3,1.0
FAM214A,1.0
AC009754.2,1.0
WDR72,1.0
RASL11A,1.0
UNC13C,1.0
AC025272.1,1.0
LINC00412,1.0
AC011912.1,1.0
USP12-AS2,1.0
USP12-AS1,1.0
AC018926.2,1.0
PIGB,1.0
PARP4,1.0
DNAH10OS,1.0
ALDH1A2,1.0
LIPC,1.0
IL17D,1.0
AC092757.3,1.0
IFT88,1.0
AC092757.2,1.0
AL590096.1,1.0
CRYL1,1.0
LDHAL6B,1.0
AL512652.1,1.0
AC092756.1,1.0
GJB6,1.0
GJB2,1.0
AL355001.2,1.0
AL355001.1,1.0
ZMYM5,1.0
AC092755.2,1.0
AC092079.2,1.0
FAM81A,1.0
XPO4,1.0
LATS2,1.0
LATS2-AS1,1.0
C1QTNF9,1.0
AC018904.1,1.0
SPATA13-AS1,1.0
AL445985.1,1.0
AL445985.2,1.0
C1QTNF9B,1.0
PCOTH,1.0
AC090515.6,1.0
MIPEP,1.0
AC090515.2,1.0
TNFRSF19,1.0
LINC00327,1.0
AC090515.4,1.0
RNF111,1.0
SGCG,1.0
AL136962.1,1.0
FGF9,1.0
AQP9,1.0
PAN3,1.0
SPG21,1.0
CCDC92,1.0
AC100827.4,1.0
HIGD2B,1.0
CABP1,1.0
BBS4,1.0
AC125616.1,1.0
ADPGK,1.0
ADPGK-AS1,1.0
AC069234.2,1.0
REC114,1.0
NRAV,1.0
GATC,1.0
NPTN-IT1,1.0
PLA2G1B,1.0
SIRT4,1.0
AC004263.2,1.0
LOXL1-AS1,1.0
AC063943.1,1.0
PXN-AS1,1.0
LINC02259,1.0
AC079322.1,1.0
CAMKK2,1.0
MYO9A,1.0
AC069209.2,1.0
AC022872.1,1.0
SENP8,1.0
C12orf43,1.0
PARP6,1.0
AC069234.5,1.0
HNF1A-AS1,1.0
SPPL3,1.0
CELF6,1.0
AC069234.1,1.0
HEXA-AS1,1.0
TMEM202-AS1,1.0
UNC119B,1.0
AC069234.4,1.0
AC009690.2,1.0
LOXL1,1.0
STOML1,1.0
AC013486.1,1.0
SCAMP5,1.0
FBXO21,1.0
TESC-AS1,1.0
AC113208.4,1.0
AC068338.3,1.0
NEIL1,1.0
MAN2C1,1.0
KSR2,1.0
AC127164.1,1.0
AC125603.1,1.0
AC105137.2,1.0
MAP1LC3B2,1.0
AC130895.1,1.0
AC012157.2,1.0
MED13L,1.0
AC105020.3,1.0
AC068338.2,1.0
FAM219B,1.0
MPI,1.0
VSIG10,1.0
GCN1,1.0
AC023300.2,1.0
SEMA7A,1.0
AC004812.2,1.0
BICDL1,1.0
PRKAB1,1.0
AC002070.1,1.0
AC026367.2,1.0
AC012435.3,1.0
AC100835.1,1.0
AC026367.3,1.0
EDC3,1.0
SUDS3,1.0
CYP1A1,1.0
LMAN1L,1.0
AC131238.1,1.0
CPLX3,1.0
NR2E3,1.0
AC048337.1,1.0
THSD4,1.0
KDM2B,1.0
AC011939.2,1.0
MEGF11,1.0
AC055855.2,1.0
DIS3L,1.0
OGFOD2,1.0
AC055855.1,1.0
ABCB9,1.0
C12orf65,1.0
AC027290.1,1.0
AC116913.1,1.0
CCDC62,1.0
HCAR1,1.0
HCAR3,1.0
LCTL,1.0
AC026333.3,1.0
AC026333.4,1.0
HIP1R,1.0
AC011939.3,1.0
SLC24A1,1.0
SBNO1,1.0
SLC51B,1.0
RASL12,1.0
AC013553.4,1.0
DNAH10,1.0
AC117503.5,1.0
UBAP1L,1.0
ATP6V0A2,1.0
AC117503.1,1.0
TCTN2,1.0
PDCD7,1.0
CLPX,1.0
CILP,1.0
PARP16,1.0
TMED2-DT,1.0
DPP8,1.0
RILPL1,1.0
SBNO1-AS1,1.0
LINC01169,1.0
MTFMT,1.0
RSRC2,1.0
ZCCHC8,1.0
AC084018.2,1.0
SPESP1,1.0
AC084018.1,1.0
AC026992.1,1.0
PAQR5,1.0
AC027237.3,1.0
LINC01089,1.0
ITGA11,1.0
TMEM120B,1.0
MORN3,1.0
AC027237.2,1.0
DRAIC,1.0
TLE3,1.0
KDM2B-DT,1.0
UACA,1.0
THAP10,1.0
AC084018.4,1.0
SETD1B,1.0
FEM1B,1.0
AC107871.2,1.0
AC087482.1,1.0
CLIP1-AS1,1.0
AC012568.1,1.0
CLIP1,1.0
IQCH,1.0
IQCH-AS1,1.0
C15orf61,1.0
DIABLO,1.0
AC016355.1,1.0
B3GNT4,1.0
LRRC43,1.0
MLXIP,1.0
SKOR1,1.0
AC009292.2,1.0
WDR66,1.0
AC069503.4,1.0
CALML4,1.0
AC127002.2,1.0
MYO5A,1.0
FLT1,1.0
MYO5C,1.0
SPINT1-AS1,1.0
INTS6-AS1,1.0
SPINT1,1.0
RHOV,1.0
SERPINE3,1.0
VPS18,1.0
AC020661.1,1.0
PPP1R14D,1.0
CHAC1,1.0
INO80,1.0
RNASEH2B-AS1,1.0
AC020661.3,1.0
AC020661.2,1.0
DLEU7,1.0
AL137060.3,1.0
INO80-AS1,1.0
C13orf42,1.0
DLEU1,1.0
DHRS12,1.0
TMEM272,1.0
DIAPH3-AS1,1.0
RMDN3,1.0
AL442636.1,1.0
AL356295.1,1.0
CNMD,1.0
AL139089.1,1.0
HNRNPA1L2,1.0
AL162377.1,1.0
AL359513.1,1.0
THSD1,1.0
DNAJC17,1.0
C15orf62,1.0
NEK5,1.0
ALG11,1.0
ATP7B,1.0
ZFYVE19,1.0
VPS36,1.0
KCNRG,1.0
EXD1,1.0
CHP1,1.0
AL157813.2,1.0
AC039056.2,1.0
EHD4-AS1,1.0
PLA2G4E-AS1,1.0
VPS39,1.0
RB1-DT,1.0
MED4-AS1,1.0
AL157813.1,1.0
AC036103.1,1.0
SUCLA2-AS1,1.0
GANC,1.0
AL157369.1,1.0
CAPN3,1.0
LINC00562,1.0
SNAP23,1.0
AL138686.1,1.0
AL158196.1,1.0
CYSLTR2,1.0
AL161421.1,1.0
SPTBN5,1.0
TRIM13,1.0
SPRYD7,1.0
NDUFAF1,1.0
AL136301.1,1.0
RTF1,1.0
ARL11,1.0
RCBTB1,1.0
ITPKA,1.0
RPAP1,1.0
TYRO3,1.0
SETDB2,1.0
AC016134.1,1.0
MGA,1.0
CAB39L,1.0
MAPKBP1,1.0
JMJD7,1.0
PLA2G4B,1.0
DIAPH3-AS2,1.0
TDRD3,1.0
LINC00378,1.0
PCDH9,1.0
UGGT2,1.0
AL138955.1,1.0
DNAJC3-DT,1.0
DZIP1,1.0
ABCC4,1.0
GPR180,1.0
GPC6,1.0
HS6ST3,1.0
GPC5,1.0
LINC02336,1.0
MIR4500HG,1.0
AC022929.2,1.0
AL590807.1,1.0
THBS1,1.0
SPRY2,1.0
FSIP1,1.0
